Dataset_CustomerNo,MAX_TRANSACTION,MONETARY,FREQUENCY,RECENCY,F Score,M Score,R Score,RFM Score,Customer Segment,RECENCY2
17455,5/20/2019 0:00,512.94,8,194,1,1,1,111,At Risk,194
17080,11/17/2019 0:00,1996.46,8,13,1,2,5,512,Casual Shoppers,13
13638,11/24/2019 0:00,575.67,8,6,1,1,5,511,Casual Shoppers,6
13484,4/12/2019 0:00,772.7,8,232,1,1,1,111,At Risk,232
14632,3/22/2019 0:00,1040.18,8,253,1,1,1,111,At Risk,253
15991,12/3/2018 0:00,355.1,8,362,1,1,1,111,At Risk,362
18209,11/11/2019 0:00,737.04,8,19,1,1,4,411,Casual Shoppers,19
13710,11/8/2019 0:00,1988.72,8,22,1,2,4,412,Casual Shoppers,22
13103,10/31/2019 0:00,1090.42,8,30,1,1,4,411,Casual Shoppers,30
13420,7/13/2019 0:00,1199.12,8,140,1,1,2,211,Casual Shoppers,140
17157,6/16/2019 0:00,1210.86,8,167,1,1,2,211,Casual Shoppers,167
17698,3/24/2019 0:00,1112.07,8,251,1,1,1,111,At Risk,251
14238,1/17/2019 0:00,1288.33,8,317,1,1,1,111,At Risk,317
16226,5/20/2019 0:00,2229.36,8,194,1,2,1,112,At Risk,194
16048,12/1/2018 0:00,1738.68,8,364,1,2,1,112,At Risk,364
14494,11/14/2019 0:00,1352.92,8,16,1,1,4,411,Casual Shoppers,16
14326,4/11/2019 0:00,1244.09,8,233,1,1,1,111,At Risk,233
14699,5/9/2019 0:00,901.01,8,205,1,1,1,111,At Risk,205
17574,4/11/2019 0:00,917.59,8,233,1,1,1,111,At Risk,233
16178,7/24/2019 0:00,1166.26,8,129,1,1,2,211,Casual Shoppers,129
16006,5/12/2019 0:00,964.95,8,202,1,1,1,111,At Risk,202
14059,3/18/2019 0:00,1500.04,8,257,1,2,1,112,At Risk,257
15381,5/10/2019 0:00,2364.69,8,204,1,2,1,112,At Risk,204
16287,6/23/2019 0:00,3200.16,8,160,1,2,2,212,Casual Shoppers,160
13587,10/7/2019 0:00,1970.6,8,54,1,2,3,312,Casual Shoppers,54
15419,11/15/2019 0:00,2496.96,8,15,1,2,4,412,Casual Shoppers,15
13207,11/24/2019 0:00,1299.34,8,6,1,1,5,511,Casual Shoppers,6
14314,8/25/2019 0:00,3156.88,8,97,1,2,2,212,Casual Shoppers,97
16586,4/5/2019 0:00,1449.43,8,239,1,1,1,111,At Risk,239
15690,8/31/2019 0:00,2204.52,8,91,1,2,2,212,Casual Shoppers,91
13260,10/9/2019 0:00,2026.96,8,52,1,2,3,312,Casual Shoppers,52
16114,6/22/2019 0:00,579.74,8,161,1,1,2,211,Casual Shoppers,161
15803,10/19/2019 0:00,3398.6,8,42,1,3,3,313,High-Potential Customers,42
16351,1/11/2019 0:00,717.54,8,323,1,1,1,111,At Risk,323
14981,4/7/2019 0:00,919.9,8,237,1,1,1,111,At Risk,237
13686,6/10/2019 0:00,791.2,8,173,1,1,2,211,Casual Shoppers,173
14145,10/24/2019 0:00,7905.12,8,37,1,4,3,314,High-Potential Customers,37
13277,11/24/2019 0:00,1381.84,8,6,1,1,5,511,Casual Shoppers,6
12450,7/6/2019 0:00,1216.14,8,147,1,1,2,211,Casual Shoppers,147
12651,1/9/2019 0:00,867.3,8,325,1,1,1,111,At Risk,325
12504,11/21/2019 0:00,1330.34,8,9,1,1,5,511,Casual Shoppers,9
14089,10/14/2019 0:00,1526.04,13,47,1,2,3,312,Casual Shoppers,47
15578,6/30/2019 0:00,663.23,13,153,1,1,2,211,Casual Shoppers,153
14949,3/18/2019 0:00,269.8,13,257,1,1,1,111,At Risk,257
14991,12/23/2018 0:00,265.16,13,342,1,1,1,111,At Risk,342
13325,9/19/2019 0:00,3105.25,13,72,1,2,3,312,Casual Shoppers,72
17817,3/7/2019 0:00,542.88,13,268,1,1,1,111,At Risk,268
15504,9/19/2019 0:00,392.37,13,72,1,1,3,311,Casual Shoppers,72
15400,9/8/2019 0:00,4437.12,13,83,1,3,2,213,Casual Shoppers,83
14689,5/15/2019 0:00,858.68,13,199,1,1,1,111,At Risk,199
14799,10/19/2019 0:00,1658.42,13,42,1,2,3,312,Casual Shoppers,42
16587,4/21/2019 0:00,958.41,13,223,1,1,1,111,At Risk,223
13284,1/13/2019 0:00,980.8,13,321,1,1,1,111,At Risk,321
17785,10/17/2019 0:00,821.9,13,44,1,1,3,311,Casual Shoppers,44
16510,12/2/2018 0:00,1197.22,13,363,1,1,1,111,At Risk,363
13954,9/30/2019 0:00,735.3,13,61,1,1,3,311,Casual Shoppers,61
16509,2/16/2019 0:00,1028.69,13,287,1,1,1,111,At Risk,287
13792,10/4/2019 0:00,1143.31,13,57,1,1,3,311,Casual Shoppers,57
14480,11/28/2019 0:00,883.07,13,2,1,1,5,511,Casual Shoppers,2
14073,11/7/2019 0:00,1487.34,13,23,1,2,4,412,Casual Shoppers,23
16689,9/25/2019 0:00,3815.62,13,66,1,3,3,313,High-Potential Customers,66
17166,11/1/2019 0:00,1258.23,13,29,1,1,4,411,Casual Shoppers,29
18074,12/1/2018 0:00,2449.37,13,364,1,2,1,112,At Risk,364
13663,6/13/2019 0:00,1126.96,13,170,1,1,2,211,Casual Shoppers,170
13711,5/5/2019 0:00,1693.32,13,209,1,2,1,112,At Risk,209
13369,12/9/2018 0:00,1781.6,13,356,1,2,1,112,At Risk,356
14666,11/15/2019 0:00,1773.02,13,15,1,2,4,412,Casual Shoppers,15
14046,2/28/2019 0:00,4696.57,13,275,1,3,1,113,At Risk,275
13043,3/11/2019 0:00,3132.7,13,264,1,2,1,112,At Risk,264
15607,1/7/2019 0:00,2177.12,13,327,1,2,1,112,At Risk,327
17409,6/8/2019 0:00,1805.25,13,175,1,2,2,212,Casual Shoppers,175
13318,11/2/2019 0:00,2114.46,13,28,1,2,4,412,Casual Shoppers,28
16125,12/7/2018 0:00,1445.15,13,358,1,1,1,111,At Risk,358
18215,9/11/2019 0:00,1516.1,13,80,1,2,2,212,Casual Shoppers,80
16761,9/4/2019 0:00,3819.92,13,87,1,3,2,213,Casual Shoppers,87
14870,3/23/2019 0:00,1555.06,13,252,1,2,1,112,At Risk,252
17535,3/4/2019 0:00,1562.38,13,271,1,2,1,112,At Risk,271
14947,9/28/2019 0:00,2106.98,13,63,1,2,3,312,Casual Shoppers,63
14624,10/13/2019 0:00,1832.44,13,48,1,2,3,312,Casual Shoppers,48
14301,8/14/2019 0:00,6868.08,13,108,1,4,2,214,At Risk,108
16105,4/5/2019 0:00,3728.24,13,239,1,3,1,113,At Risk,239
13390,9/26/2019 0:00,2853.4,13,65,1,2,3,312,Casual Shoppers,65
17987,6/7/2019 0:00,2878.8,13,176,1,2,2,212,Casual Shoppers,176
18262,7/22/2019 0:00,1958.68,13,131,1,2,2,212,Casual Shoppers,131
16739,6/16/2019 0:00,2093.95,13,167,1,2,2,212,Casual Shoppers,167
15667,10/31/2019 0:00,2768.88,13,30,1,2,4,412,Casual Shoppers,30
15139,4/14/2019 0:00,2315,13,230,1,2,1,112,At Risk,230
17824,10/19/2019 0:00,4488.12,13,42,1,3,3,313,High-Potential Customers,42
15360,10/31/2019 0:00,2724.32,13,30,1,2,4,412,Casual Shoppers,30
13169,10/7/2019 0:00,3519,13,54,1,3,3,313,High-Potential Customers,54
17053,8/1/2019 0:00,1761.34,13,121,1,2,2,212,Casual Shoppers,121
13953,10/18/2019 0:00,28270.96,13,43,1,5,3,315,High-Potential Customers,43
13618,6/19/2019 0:00,2702.9,13,164,1,2,2,212,Casual Shoppers,164
16256,3/18/2019 0:00,6726.58,13,257,1,3,1,113,At Risk,257
12912,11/25/2019 0:00,3439.64,13,5,1,3,5,513,High-Potential Customers,5
15199,10/11/2019 0:00,5358.44,13,50,1,3,3,313,High-Potential Customers,50
15330,11/7/2019 0:00,14182.56,13,23,1,4,4,414,Enthusiastic Spenders,23
12990,11/8/2019 0:00,1358.8,13,22,1,1,4,411,Casual Shoppers,22
13242,8/19/2019 0:00,804.7,13,103,1,1,2,211,Casual Shoppers,103
13805,10/18/2019 0:00,20420.4,13,43,1,5,3,315,High-Potential Customers,43
12497,9/19/2019 0:00,13594.44,13,72,1,4,3,314,High-Potential Customers,72
12355,5/9/2019 0:00,2930.62,13,205,1,2,1,112,At Risk,205
12818,3/23/2019 0:00,10641.32,13,252,1,4,1,114,At Risk,252
12785,12/10/2018 0:00,1221.82,13,355,1,1,1,111,At Risk,355
12522,10/31/2019 0:00,2198.59,13,30,1,2,4,412,Casual Shoppers,30
12795,11/21/2019 0:00,982.32,13,9,1,1,5,511,Casual Shoppers,9
15501,7/8/2019 0:00,132.81,7,145,1,1,2,211,Casual Shoppers,145
14181,4/7/2019 0:00,84.64,7,237,1,1,1,111,At Risk,237
15313,10/28/2019 0:00,254.39,7,33,1,1,4,411,Casual Shoppers,33
16227,4/28/2019 0:00,1259.66,7,216,1,1,1,111,At Risk,216
16649,12/20/2018 0:00,145.68,7,345,1,1,1,111,At Risk,345
16414,11/18/2019 0:00,406.15,7,12,1,1,5,511,Casual Shoppers,12
13133,3/11/2019 0:00,440.5,7,264,1,1,1,111,At Risk,264
13002,1/25/2019 0:00,872.21,7,309,1,1,1,111,At Risk,309
17639,3/8/2019 0:00,613.41,7,267,1,1,1,111,At Risk,267
18282,8/5/2019 0:00,871.54,7,117,1,1,2,211,Casual Shoppers,117
16872,9/23/2019 0:00,6848.81,7,68,1,4,3,314,High-Potential Customers,68
14500,9/12/2019 0:00,1565.04,7,79,1,2,2,212,Casual Shoppers,79
17709,6/23/2019 0:00,315.13,7,160,1,1,2,211,Casual Shoppers,160
15958,9/26/2019 0:00,445.2,7,65,1,1,3,311,Casual Shoppers,65
16610,6/21/2019 0:00,768.4,7,162,1,1,2,211,Casual Shoppers,162
17647,10/5/2019 0:00,443.8,7,56,1,1,3,311,Casual Shoppers,56
18281,6/12/2019 0:00,576.58,7,171,1,1,2,211,Casual Shoppers,171
15567,11/21/2019 0:00,2476.51,7,9,1,2,5,512,Casual Shoppers,9
18048,5/20/2019 0:00,1478.48,7,194,1,1,1,111,At Risk,194
15257,3/1/2019 0:00,796.53,7,274,1,1,1,111,At Risk,274
13876,10/7/2019 0:00,494.72,7,54,1,1,3,311,Casual Shoppers,54
13807,12/7/2018 0:00,484.38,7,358,1,1,1,111,At Risk,358
13866,9/26/2019 0:00,733.42,7,65,1,1,3,311,Casual Shoppers,65
15395,1/18/2019 0:00,284.37,7,316,1,1,1,111,At Risk,316
13922,12/23/2018 0:00,1129.72,7,342,1,1,1,111,At Risk,342
12031,9/30/2019 0:00,136.18,7,61,1,1,3,311,Casual Shoppers,61
15909,6/19/2019 0:00,1201,7,164,1,1,2,211,Casual Shoppers,164
18042,10/17/2019 0:00,507.39,7,44,1,1,3,311,Casual Shoppers,44
14143,7/29/2019 0:00,426.12,7,124,1,1,2,211,Casual Shoppers,124
15775,4/8/2019 0:00,804.42,7,236,1,1,1,111,At Risk,236
14386,2/16/2019 0:00,699.4,7,287,1,1,1,111,At Risk,287
17958,8/15/2019 0:00,1369.72,7,107,1,1,2,211,Casual Shoppers,107
14641,11/18/2019 0:00,970.14,7,12,1,1,5,511,Casual Shoppers,12
15458,11/14/2019 0:00,1764.6,7,16,1,2,4,412,Casual Shoppers,16
15463,11/10/2019 0:00,1215.5,7,20,1,1,4,411,Casual Shoppers,20
15512,7/7/2019 0:00,820.94,7,146,1,1,2,211,Casual Shoppers,146
13072,3/18/2019 0:00,888.78,7,257,1,1,1,111,At Risk,257
15717,4/19/2019 0:00,871.34,7,225,1,1,1,111,At Risk,225
14890,3/31/2019 0:00,651.48,7,244,1,1,1,111,At Risk,244
17022,11/8/2019 0:00,1118.02,7,22,1,1,4,411,Casual Shoppers,22
15937,10/6/2019 0:00,897.1,7,55,1,1,3,311,Casual Shoppers,55
17122,8/12/2019 0:00,961.64,7,110,1,1,2,211,Casual Shoppers,110
18086,3/10/2019 0:00,1130.58,7,265,1,1,1,111,At Risk,265
13938,11/4/2019 0:00,790.88,7,26,1,1,4,411,Casual Shoppers,26
16757,1/25/2019 0:00,939.54,7,309,1,1,1,111,At Risk,309
13786,12/7/2018 0:00,1629.92,7,358,1,2,1,112,At Risk,358
16248,10/9/2019 0:00,956.1,7,52,1,1,3,311,Casual Shoppers,52
17206,10/17/2019 0:00,988.16,7,44,1,1,3,311,Casual Shoppers,44
15030,9/29/2019 0:00,4344.84,7,62,1,3,3,313,High-Potential Customers,62
18269,12/8/2018 0:00,951.68,7,357,1,1,1,111,At Risk,357
18191,3/23/2019 0:00,1647.88,7,252,1,2,1,112,At Risk,252
16963,6/5/2019 0:00,471.94,7,178,1,1,2,211,Casual Shoppers,178
18064,7/29/2019 0:00,3441.36,7,124,1,3,2,213,Casual Shoppers,124
16959,9/13/2019 0:00,622.49,7,78,1,1,2,211,Casual Shoppers,78
13283,10/11/2019 0:00,894.52,7,50,1,1,3,311,Casual Shoppers,50
13762,5/5/2019 0:00,3102.72,7,209,1,2,1,112,At Risk,209
15158,10/25/2019 0:00,2136.06,7,36,1,2,3,312,Casual Shoppers,36
13347,9/30/2019 0:00,2389.56,7,61,1,2,3,312,Casual Shoppers,61
18147,10/25/2019 0:00,2264.44,7,36,1,2,3,312,Casual Shoppers,36
12950,11/15/2019 0:00,1381.08,7,15,1,1,4,411,Casual Shoppers,15
15621,11/28/2019 0:00,3654.64,7,2,1,3,5,513,High-Potential Customers,2
15797,8/18/2019 0:00,9990.96,7,104,1,4,2,214,At Risk,104
18194,9/18/2019 0:00,7476.48,7,73,1,4,3,314,High-Potential Customers,73
16154,10/28/2019 0:00,1815.34,7,33,1,2,4,412,Casual Shoppers,33
16446,5/18/2019 0:00,23.47,2,196,1,1,1,111,At Risk,196
13640,4/19/2019 0:00,38.07,2,225,1,1,1,111,At Risk,225
12082,2/15/2019 0:00,32.89,2,288,1,1,1,111,At Risk,288
15118,7/28/2019 0:00,15016.33,2,125,1,5,2,215,At Risk,125
12892,5/12/2019 0:00,30.99,2,202,1,1,1,111,At Risk,202
13839,12/22/2018 0:00,26.34,2,343,1,1,1,111,At Risk,343
16254,6/17/2019 0:00,27.26,2,166,1,1,2,211,Casual Shoppers,166
15779,3/16/2019 0:00,45.96,2,259,1,1,1,111,At Risk,259
16429,8/25/2019 0:00,383.88,2,97,1,1,2,211,Casual Shoppers,97
12934,11/13/2019 0:00,45.3,2,17,1,1,4,411,Casual Shoppers,17
13442,12/6/2018 0:00,25.7,2,359,1,1,1,111,At Risk,359
13222,10/14/2019 0:00,45.35,2,47,1,1,3,311,Casual Shoppers,47
13540,10/31/2019 0:00,31.27,2,30,1,1,4,411,Casual Shoppers,30
14792,10/7/2019 0:00,26.86,2,54,1,1,3,311,Casual Shoppers,54
16692,3/28/2019 0:00,2702.46,2,247,1,2,1,112,At Risk,247
14253,6/17/2019 0:00,42.67,2,166,1,1,2,211,Casual Shoppers,166
12411,3/23/2019 0:00,55.24,2,252,1,1,1,111,At Risk,252
12907,6/15/2019 0:00,46.48,2,168,1,1,2,211,Casual Shoppers,168
13896,4/12/2019 0:00,27.36,2,232,1,1,1,111,At Risk,232
13452,3/25/2019 0:00,1321.24,2,250,1,1,1,111,At Risk,250
15269,11/16/2019 0:00,685.44,2,14,1,1,4,411,Casual Shoppers,14
15470,10/10/2019 0:00,48.52,2,51,1,1,3,311,Casual Shoppers,51
12325,4/27/2019 0:00,104.32,2,217,1,1,1,111,At Risk,217
13713,5/11/2019 0:00,60.31,2,203,1,1,1,111,At Risk,203
14186,1/5/2019 0:00,59.39,2,329,1,1,1,111,At Risk,329
14979,12/23/2018 0:00,84.5,2,342,1,1,1,111,At Risk,342
14018,8/22/2019 0:00,55.6,2,100,1,1,2,211,Casual Shoppers,100
12788,11/25/2019 0:00,24.76,2,5,1,1,5,511,Casual Shoppers,5
14986,12/23/2018 0:00,87.36,2,342,1,1,1,111,At Risk,342
14199,5/5/2019 0:00,476.96,2,209,1,1,1,111,At Risk,209
17079,9/22/2019 0:00,367.68,2,69,1,1,3,311,Casual Shoppers,69
13130,9/6/2019 0:00,393.56,2,85,1,1,2,211,Casual Shoppers,85
16344,7/4/2019 0:00,288.18,2,149,1,1,2,211,Casual Shoppers,149
17099,10/20/2019 0:00,97.56,2,41,1,1,3,311,Casual Shoppers,41
15481,12/19/2018 0:00,114.48,2,346,1,1,1,111,At Risk,346
14642,10/12/2019 0:00,877.76,2,49,1,1,3,311,Casual Shoppers,49
13967,7/17/2019 0:00,513.18,2,136,1,1,2,211,Casual Shoppers,136
17831,11/6/2019 0:00,159.24,2,24,1,1,4,411,Casual Shoppers,24
17427,9/29/2019 0:00,451.82,2,62,1,1,3,311,Casual Shoppers,62
12927,6/7/2019 0:00,762.72,2,176,1,1,2,211,Casual Shoppers,176
16659,6/3/2019 0:00,778.08,2,180,1,1,2,211,Casual Shoppers,180
16716,3/18/2019 0:00,2153.52,2,257,1,2,1,112,At Risk,257
14960,6/21/2019 0:00,233.6,2,162,1,1,2,211,Casual Shoppers,162
17995,3/3/2019 0:00,1441.16,2,272,1,1,1,111,At Risk,272
15216,9/13/2019 0:00,266.6,2,78,1,1,2,211,Casual Shoppers,78
15603,9/22/2019 0:00,1033.92,2,69,1,1,3,311,Casual Shoppers,69
14682,6/5/2019 0:00,873.6,2,178,1,1,2,211,Casual Shoppers,178
17553,8/2/2019 0:00,12265.36,2,120,1,4,2,214,At Risk,120
18273,9/5/2019 0:00,771.6,2,86,1,1,2,211,Casual Shoppers,86
17186,10/24/2019 0:00,2198,2,37,1,2,3,312,Casual Shoppers,37
13228,9/19/2019 0:00,1208,2,72,1,1,3,311,Casual Shoppers,72
15649,1/7/2019 0:00,2805.12,2,327,1,2,1,112,At Risk,327
17941,8/1/2019 0:00,2896.08,2,121,1,2,2,212,Casual Shoppers,121
17896,11/16/2019 0:00,3215.52,2,14,1,2,4,412,Casual Shoppers,14
18220,4/27/2019 0:00,3265.92,2,217,1,2,1,112,At Risk,217
15442,4/5/2019 0:00,1838.4,2,239,1,2,1,112,At Risk,239
14603,3/10/2019 0:00,4776,2,265,1,3,1,113,At Risk,265
17029,8/21/2019 0:00,2416,2,101,1,2,2,212,Casual Shoppers,101
12875,7/19/2019 0:00,21037.98,2,134,1,5,2,215,At Risk,134
12908,6/16/2019 0:00,13068,2,167,1,4,2,214,At Risk,167
16754,12/2/2018 0:00,45914.4,2,363,1,5,1,115,At Risk,363
18080,11/21/2019 0:00,7841.16,2,9,1,4,5,514,Enthusiastic Spenders,9
12665,1/19/2019 0:00,415.08,2,315,1,1,1,111,At Risk,315
16290,10/28/2019 0:00,28.18,2,33,1,1,4,411,Casual Shoppers,33
13263,11/28/2019 0:00,50720.69,1586,2,5,5,5,555,Champions,2
17227,11/21/2019 0:00,8379.13,47,9,3,4,5,534,Emerging Champions,9
16406,11/21/2019 0:00,7663.14,213,9,5,4,5,554,Champions,9
14449,11/21/2019 0:00,8293.35,250,9,5,4,5,554,Champions,9
13673,11/21/2019 0:00,1565.46,60,9,3,2,5,532,Value Seekers,9
15527,11/21/2019 0:00,11209.6,162,9,5,4,5,554,Champions,9
17625,11/21/2019 0:00,14159.05,306,9,5,4,5,554,Champions,9
16242,11/21/2019 0:00,16339.89,250,9,5,5,5,555,Champions,9
12904,11/21/2019 0:00,3521.94,71,9,4,3,5,543,Loyal Customers,9
13768,11/21/2019 0:00,16127.5,525,9,5,5,5,555,Champions,9
12777,11/21/2019 0:00,12933.12,335,9,5,4,5,554,Champions,9
14030,11/21/2019 0:00,17560.23,242,9,5,5,5,555,Champions,9
17432,11/21/2019 0:00,2477.87,48,9,3,2,5,532,Value Seekers,9
16511,11/18/2019 0:00,4894.32,158,12,5,3,5,553,Loyal Customers,12
18034,11/18/2019 0:00,6146.54,110,12,4,3,5,543,Loyal Customers,12
17286,11/18/2019 0:00,1365.82,45,12,3,1,5,531,Value Seekers,12
14593,11/18/2019 0:00,3837.9,151,12,4,3,5,543,Loyal Customers,12
17904,11/18/2019 0:00,12288.81,342,12,5,4,5,554,Champions,12
17811,11/28/2019 0:00,47008.51,794,2,5,5,5,555,Champions,2
17301,11/18/2019 0:00,1552.85,59,12,3,2,5,532,Value Seekers,12
17779,11/18/2019 0:00,4555.37,81,12,4,3,5,543,Loyal Customers,12
15494,11/18/2019 0:00,12987.21,122,12,4,4,5,544,Champions,12
15443,11/27/2019 0:00,15572.09,321,3,5,5,5,555,Champions,3
15506,11/17/2019 0:00,8902.9,161,13,5,4,5,554,Champions,13
14704,11/20/2019 0:00,19557.86,455,10,5,5,5,555,Champions,10
12847,11/17/2019 0:00,9812.86,84,13,4,4,5,544,Champions,13
17797,11/17/2019 0:00,5811.59,111,13,4,3,5,543,Loyal Customers,13
14034,11/17/2019 0:00,4969.72,86,13,4,3,5,543,Loyal Customers,13
18122,11/17/2019 0:00,10039.51,273,13,5,4,5,554,Champions,13
14362,11/17/2019 0:00,1067.58,37,13,3,1,5,531,Value Seekers,13
17799,11/17/2019 0:00,19745.03,403,13,5,5,5,555,Champions,13
17078,11/17/2019 0:00,26425.94,598,13,5,5,5,555,Champions,13
15867,11/17/2019 0:00,21649.92,418,13,5,5,5,555,Champions,13
14456,11/17/2019 0:00,25296.56,828,13,5,5,5,555,Champions,13
16644,11/16/2019 0:00,19640.49,294,14,5,5,4,455,Champions,14
15584,11/16/2019 0:00,3624.87,122,14,4,3,4,443,Loyal Customers,14
16916,11/16/2019 0:00,5201.01,143,14,4,3,4,443,Loyal Customers,14
13558,11/16/2019 0:00,3142.38,133,14,4,2,4,442,Loyal Customers,14
15900,11/16/2019 0:00,2559.47,47,14,3,2,4,432,Value Seekers,14
16469,11/16/2019 0:00,3263.06,171,14,5,2,4,452,Loyal Customers,14
14527,11/27/2019 0:00,25321.83,913,3,5,5,5,555,Champions,3
16204,11/16/2019 0:00,2628.08,50,14,3,2,4,432,Value Seekers,14
13828,11/17/2019 0:00,3921.11,54,13,3,3,5,533,Emerging Champions,13
14898,11/16/2019 0:00,11462.95,112,14,4,4,4,444,Champions,14
16837,11/16/2019 0:00,47741.26,965,14,5,5,4,455,Champions,14
14840,11/16/2019 0:00,18594.28,546,14,5,5,4,455,Champions,14
17368,11/16/2019 0:00,16010.05,107,14,4,5,4,445,Champions,14
15967,11/16/2019 0:00,2484.79,80,14,4,2,4,442,Loyal Customers,14
17757,11/25/2019 0:00,35298.26,696,5,5,5,5,555,Champions,5
18041,11/28/2019 0:00,41062.46,458,2,5,5,5,555,Champions,2
16804,11/16/2019 0:00,3006.47,59,14,3,2,4,432,Value Seekers,14
17974,11/15/2019 0:00,5923.47,166,15,5,3,4,453,Loyal Customers,15
17777,11/15/2019 0:00,5749.05,190,15,5,3,4,453,Loyal Customers,15
18043,11/15/2019 0:00,3222.62,115,15,4,2,4,442,Loyal Customers,15
12877,11/15/2019 0:00,11856.28,146,15,4,4,4,444,Champions,15
13614,11/15/2019 0:00,7391.2,194,15,5,4,4,454,Champions,15
15720,11/15/2019 0:00,3456.76,128,15,4,3,4,443,Loyal Customers,15
17357,11/15/2019 0:00,1951.82,44,15,3,2,4,432,Value Seekers,15
12933,11/15/2019 0:00,5731.26,106,15,4,3,4,443,Loyal Customers,15
17231,11/27/2019 0:00,25467.6,698,3,5,5,5,555,Champions,3
16617,11/15/2019 0:00,21188.92,597,15,5,5,4,455,Champions,15
17618,11/15/2019 0:00,20465.84,606,15,5,5,4,455,Champions,15
12890,11/15/2019 0:00,2997.31,79,15,4,2,4,442,Loyal Customers,15
16936,11/14/2019 0:00,1972.19,56,16,3,2,4,432,Value Seekers,16
15572,11/14/2019 0:00,13492.95,202,16,5,4,4,454,Champions,16
14684,11/14/2019 0:00,10774.26,437,16,5,4,4,454,Champions,16
18117,11/14/2019 0:00,6513,71,16,4,3,4,443,Loyal Customers,16
15863,11/14/2019 0:00,259.09,18,16,2,1,4,421,Casual Shoppers,16
17081,11/14/2019 0:00,1085.34,63,16,3,1,4,431,Value Seekers,16
15033,11/14/2019 0:00,17833.18,455,16,5,5,4,455,Champions,16
17566,11/14/2019 0:00,3225.72,61,16,3,2,4,432,Value Seekers,16
15993,11/23/2019 0:00,21120.91,565,7,5,5,5,555,Champions,7
17793,11/14/2019 0:00,2624.2,52,16,3,2,4,432,Value Seekers,16
15058,11/14/2019 0:00,12574.4,263,16,5,4,4,454,Champions,16
15532,11/14/2019 0:00,6851.45,250,16,5,4,4,454,Champions,16
14953,11/14/2019 0:00,2545.25,54,16,3,2,4,432,Value Seekers,16
16161,11/25/2019 0:00,25461.78,451,5,5,5,5,555,Champions,5
16504,11/14/2019 0:00,7977.81,151,16,4,4,4,444,Champions,16
15329,11/14/2019 0:00,22564.44,574,16,5,5,4,455,Champions,16
14096,11/28/2019 0:00,163495.65,4566,2,5,5,5,555,Champions,2
17235,11/14/2019 0:00,2629.16,29,16,2,2,4,422,Casual Shoppers,16
15009,11/27/2019 0:00,6763.12,180,3,5,4,5,554,Champions,3
17920,11/28/2019 0:00,24820.14,541,2,5,5,5,555,Champions,2
13947,11/13/2019 0:00,9025.62,207,17,5,4,4,454,Champions,17
16015,11/13/2019 0:00,6690.42,139,17,4,3,4,443,Loyal Customers,17
17211,11/13/2019 0:00,16226.96,211,17,5,5,4,455,Champions,17
14044,11/13/2019 0:00,3564.86,205,17,5,3,4,453,Loyal Customers,17
14487,11/13/2019 0:00,8417.92,140,17,4,4,4,444,Champions,17
15021,11/13/2019 0:00,8915.22,398,17,5,4,4,454,Champions,17
15429,11/13/2019 0:00,4302.57,82,17,4,3,4,443,Loyal Customers,17
14499,11/13/2019 0:00,5762.53,190,17,5,3,4,453,Loyal Customers,17
13798,11/28/2019 0:00,240582.55,332,2,5,5,5,555,Champions,2
13379,11/13/2019 0:00,6514.1,97,17,4,3,4,443,Loyal Customers,17
14698,11/24/2019 0:00,5885.44,157,6,5,3,5,553,Loyal Customers,6
17218,11/28/2019 0:00,10426.15,254,2,5,4,5,554,Champions,2
15787,11/13/2019 0:00,11707.1,326,17,5,4,4,454,Champions,17
16726,11/13/2019 0:00,11078.48,178,17,5,4,4,454,Champions,17
15005,11/24/2019 0:00,45896.72,1112,6,5,5,5,555,Champions,6
16898,11/13/2019 0:00,4681.57,157,17,5,3,4,453,Loyal Customers,17
13603,11/13/2019 0:00,6386.03,191,17,5,3,4,453,Loyal Customers,17
18069,11/13/2019 0:00,14889.29,456,17,5,5,4,455,Champions,17
14382,11/13/2019 0:00,13043.2,126,17,4,4,4,444,Champions,17
16720,11/13/2019 0:00,1688.25,26,17,2,2,4,422,Casual Shoppers,17
16877,11/27/2019 0:00,5142.49,156,3,5,3,5,553,Loyal Customers,3
14739,11/20/2019 0:00,56860.44,535,10,5,5,5,555,Champions,10
17348,11/25/2019 0:00,14610.17,213,5,5,5,5,555,Champions,5
14446,11/11/2019 0:00,8342.87,208,19,5,4,4,454,Champions,19
15844,11/25/2019 0:00,9141.68,551,5,5,4,5,554,Champions,5
17364,11/24/2019 0:00,26467.05,368,6,5,5,5,555,Champions,6
14178,11/11/2019 0:00,11306.62,249,19,5,4,4,454,Champions,19
14662,11/11/2019 0:00,6623.8,157,19,5,3,4,453,Loyal Customers,19
16386,11/11/2019 0:00,7498.85,272,19,5,4,4,454,Champions,19
15034,11/24/2019 0:00,27568.76,390,6,5,5,5,555,Champions,6
15875,11/11/2019 0:00,18013.59,502,19,5,5,4,455,Champions,19
17052,11/11/2019 0:00,21872.07,546,19,5,5,4,455,Champions,19
18014,11/11/2019 0:00,806.32,29,19,2,1,4,421,Casual Shoppers,19
15906,11/20/2019 0:00,8132.32,164,10,5,4,5,554,Champions,10
17191,11/11/2019 0:00,14065.54,236,19,5,4,4,454,Champions,19
14930,11/11/2019 0:00,29131.07,650,19,5,5,4,455,Champions,19
